Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Age,Location,RoadRail,Amenities,Garage,Exter Overall,Bsmt Overall,Garage Overall,Kitchen Overall,Fireplace Overall,Pool Overall,Bath AbvGrd,Multi Bsmt Type,Total FinBsmt SF
1848,533223050,160,FV,68.0,5105.0,Pave,0,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,239.0,1,0.0,312.0,551.0,GasA,5,1,SBrkr,551.0,551.0,0.0,1102.0,0,0,2,1,2,1,4,4,8,0,0,6,2004,3,2,480.0,3,3,Y,0.0,60.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2007,WD ,148800.0,17,3,0,0,1,12,12,9,4,0,0.0,2,6,239.0
1455,907251090,60,RL,75.0,9473.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,4,3,1,6,804.0,1,0.0,324.0,1128.0,GasA,5,1,SBrkr,1128.0,903.0,0.0,2031.0,1,0,2,1,3,1,4,7,8,1,4,2,2002,2,2,577.0,3,3,Y,0.0,211.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2008,WD ,237000.0,19,4,0,0,1,12,12,9,4,4,0.0,2,6,804.0
908,909175080,30,RL,60.0,8400.0,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,1,0.0,0.0,290.0,GasA,3,0,FuseF,438.0,0.0,0.0,438.0,0,0,1,0,1,1,2,3,8,0,0,6,1930,3,1,246.0,3,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,2009,WD ,60000.0,71,1,0,0,1,9,6,9,2,0,0.0,0,3,290.0
1490,908103260,85,RL,64.0,12102.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,4,4,4,5,456.0,1,0.0,0.0,456.0,GasA,5,1,SBrkr,1033.0,0.0,0.0,1033.0,0,1,1,0,3,1,3,6,8,0,0,4,1976,2,2,504.0,2,3,Y,224.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4,2008,WD ,165000.0,45,1,0,0,1,9,16,6,3,0,0.0,0,5,456.0
1465,907262060,60,RL,41.0,10905.0,Pave,0,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1129.0,1129.0,GasA,5,1,SBrkr,1129.0,1198.0,0.0,2327.0,0,0,2,1,4,1,4,9,8,1,4,4,2003,2,2,596.0,3,3,Y,0.0,57.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2008,WD ,240000.0,18,3,0,0,1,12,12,9,4,4,0.0,2,1,0.0
1627,527163080,20,RL,68.0,9556.0,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,0.0,1,0.0,1168.0,1168.0,GasA,4,1,SBrkr,1187.0,0.0,0.0,1187.0,0,0,2,0,3,1,4,6,8,0,0,2,1992,2,2,420.0,3,3,Y,0.0,21.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2007,WD ,160000.0,28,2,0,0,1,9,12,9,4,0,0.0,0,1,0.0
2849,909201180,190,RH,58.0,6430.0,Pave,0,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,780.0,1,0.0,0.0,780.0,GasA,3,0,FuseF,816.0,524.0,0.0,1340.0,1,0,1,0,3,1,3,6,8,0,0,2,1945,3,1,440.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2006,WD ,128000.0,71,2,1,0,1,9,9,9,3,0,0.0,0,4,780.0
1501,908201100,90,RL,65.0,6040.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,FuseP,1152.0,0.0,0.0,1152.0,0,0,2,0,2,2,2,6,8,0,0,0,1980,0,0,0.0,0,0,N,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2008,WD ,82000.0,66,1,0,0,0,9,0,0,4,0,0.0,0,0,0.0
626,535125070,20,RL,80.0,14695.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,1387.0,1,0.0,175.0,1562.0,GasA,4,1,SBrkr,1567.0,0.0,0.0,1567.0,1,0,2,0,2,1,4,5,8,2,4,2,1966,3,2,542.0,3,3,Y,0.0,110.0,0.0,0.0,342.0,0.0,0,3,0,0.0,7,2009,WD ,256000.0,13,4,0,0,1,12,9,9,4,8,0.0,0,5,1387.0
722,902401130,70,RM,50.0,9000.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,624.0,1,0.0,26.0,650.0,GasA,5,1,SBrkr,832.0,650.0,0.0,1482.0,0,1,1,0,3,1,3,7,8,0,0,6,1930,3,2,324.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2009,WD ,143000.0,33,4,1,0,1,12,9,9,3,0,0.0,0,5,624.0
2260,916384050,20,RL,67.0,8368.0,Pave,0,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1689.0,1689.0,GasA,5,1,SBrkr,1689.0,0.0,0.0,1689.0,0,0,2,0,3,1,4,7,8,0,0,2,2007,1,2,433.0,3,3,Y,100.0,39.0,0.0,0.0,0.0,0.0,0,0,0,0.0,4,2007,New,231713.0,14,3,0,0,1,12,12,9,4,0,0.0,0,1,0.0
1639,527226040,190,RL,195.0,41600.0,Pave,0,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1047.0,1,0.0,53.0,1100.0,GasW,3,1,SBrkr,1424.0,0.0,0.0,1424.0,1,0,1,1,3,1,3,7,5,0,0,1,1969,3,3,828.0,3,3,N,144.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11,2007,WD ,155000.0,31,1,0,0,1,9,12,9,3,0,0.0,1,5,1047.0
1603,923252100,20,RL,59.0,6490.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,534.0,1,0.0,282.0,816.0,GasA,5,1,SBrkr,816.0,0.0,0.0,816.0,0,1,1,0,2,1,3,4,8,0,0,2,1983,3,1,264.0,3,3,Y,315.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,4,2008,WD ,128500.0,38,3,0,0,1,12,9,9,3,0,0.0,0,6,534.0
1520,909177120,30,RL,60.0,7290.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1228.0,1228.0,GasA,5,1,SBrkr,1424.0,0.0,0.0,1424.0,0,0,2,0,2,1,3,7,8,1,4,2,1921,3,1,312.0,3,3,Y,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0,0.0,4,2008,WD ,168000.0,71,4,0,0,1,9,9,9,3,4,0.0,0,1,0.0
1665,527402240,60,RL,68.0,7472.0,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,626.0,1,0.0,99.0,725.0,GasA,4,1,SBrkr,725.0,754.0,0.0,1479.0,1,0,1,1,4,1,4,7,8,0,0,2,1972,1,2,484.0,3,3,Y,0.0,32.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2007,WD ,184000.0,17,4,0,0,1,9,9,9,4,0,0.0,1,5,626.0
2635,535478110,190,RL,70.0,7000.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,953.0,1,0.0,72.0,1025.0,GasA,3,1,SBrkr,1025.0,0.0,0.0,1025.0,1,0,1,0,3,1,3,6,8,0,0,0,1980,0,0,0.0,0,0,Y,96.0,80.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2006,WD ,124000.0,59,1,1,0,0,9,9,0,3,0,0.0,0,5,953.0
581,534127130,20,RL,68.0,11717.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1442.0,1442.0,GasA,3,1,SBrkr,1442.0,0.0,0.0,1442.0,0,0,2,0,2,1,3,6,8,1,3,2,1970,2,2,615.0,3,3,Y,371.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2009,WD ,185000.0,51,2,0,1,1,9,9,9,3,3,0.0,0,1,0.0
2435,528240080,60,RL,106.0,11194.0,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1406.0,1406.0,GasA,5,1,SBrkr,1454.0,482.0,0.0,1936.0,0,0,2,1,3,1,4,7,8,1,3,2,2000,2,2,504.0,3,3,Y,188.0,124.0,0.0,0.0,0.0,0.0,0,0,0,0.0,11,2006,WD ,230500.0,21,4,0,0,1,12,12,9,4,3,0.0,2,1,0.0
2799,907285010,60,RL,90.0,11250.0,Pave,0,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,3,3,PConc,4,3,2,5,796.0,1,0.0,258.0,1054.0,GasA,5,1,SBrkr,1070.0,869.0,0.0,1939.0,0,1,2,1,3,1,4,8,8,1,3,2,1998,2,3,555.0,3,3,Y,128.0,84.0,0.0,0.0,0.0,0.0,0,0,0,0.0,5,2006,WD ,227000.0,23,2,0,0,1,9,12,9,4,3,0.0,2,5,796.0
883,907414080,60,RL,64.0,8633.0,Pave,0,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,193.0,1,0.0,545.0,738.0,GasA,5,1,SBrkr,738.0,738.0,0.0,1476.0,1,0,2,1,3,1,4,7,8,0,0,2,2005,1,2,540.0,3,3,Y,100.0,35.0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,2009,WD ,173500.0,16,3,0,0,1,12,12,9,4,0,0.0,2,6,193.0
2537,534201300,85,RL,70.0,8400.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,6,744.0,1,0.0,89.0,833.0,GasA,4,1,SBrkr,898.0,0.0,0.0,898.0,1,0,1,0,3,1,3,6,8,0,0,2,1968,2,1,326.0,3,3,Y,143.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2006,WD ,140000.0,53,2,1,0,1,9,12,9,3,0,0.0,0,6,744.0
1120,528439010,20,RL,87.0,10037.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,,0.0,4,3,PConc,5,3,1,6,666.0,1,0.0,794.0,1460.0,GasA,5,1,SBrkr,1460.0,0.0,0.0,1460.0,0,0,2,0,3,1,4,6,8,1,4,2,2006,1,2,480.0,3,3,Y,0.0,20.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2008,WD ,247000.0,14,4,1,0,1,12,15,9,4,4,0.0,0,6,666.0
774,905107310,85,RL,68.0,8014.0,Pave,0,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,4,6,456.0,1,0.0,0.0,456.0,GasA,3,1,SBrkr,1034.0,0.0,0.0,1034.0,0,1,1,0,3,1,3,5,8,1,2,3,1978,1,2,504.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2009,WD ,149900.0,43,2,0,0,1,9,12,9,3,2,0.0,0,6,456.0
1447,907202010,20,RL,68.0,12250.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,1,0.0,83.0,864.0,GasA,5,1,SBrkr,1174.0,0.0,0.0,1174.0,1,0,1,0,3,1,3,5,8,0,0,2,1978,3,2,528.0,3,3,Y,211.0,0.0,280.0,0.0,0.0,0.0,0,0,0,0.0,5,2008,WD ,158000.0,43,2,0,0,1,9,12,9,3,0,0.0,0,5,781.0
104,533223100,160,FV,68.0,2403.0,Pave,0,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,244.0,1,0.0,286.0,530.0,GasA,5,1,SBrkr,530.0,550.0,0.0,1080.0,0,0,2,1,2,1,4,4,8,0,0,2,2003,2,2,496.0,3,3,Y,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2010,WD ,147110.0,18,3,0,0,1,12,12,9,4,0,0.0,2,6,244.0
2694,903454080,50,RM,50.0,8600.0,Pave,0,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,1,SBrkr,780.0,596.0,0.0,1376.0,0,0,2,0,3,1,3,7,8,1,4,6,1937,3,1,198.0,3,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,6,2006,WD ,119500.0,71,2,0,0,1,9,9,9,3,4,0.0,0,1,0.0
920,909275080,50,RL,60.0,13680.0,Pave,0,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,728.0,1,0.0,112.0,840.0,GasA,5,1,SBrkr,840.0,727.0,0.0,1567.0,1,0,1,1,2,1,3,6,6,2,3,6,1961,3,2,440.0,3,3,Y,0.0,21.0,150.0,0.0,0.0,0.0,0,1,0,0.0,2,2009,WD ,205000.0,71,1,0,0,1,9,9,9,3,6,0.0,1,5,728.0
1951,535379110,70,RL,60.0,10800.0,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,4,CBlock,4,3,3,1,0.0,1,0.0,736.0,736.0,GasA,5,1,SBrkr,751.0,783.0,0.0,1534.0,0,0,1,1,3,1,4,6,8,0,0,0,1980,0,0,0.0,0,0,N,0.0,112.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2007,WD ,148000.0,22,4,0,0,0,12,12,0,4,0,0.0,1,1,0.0
9,527146030,120,RL,39.0,5389.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,1,0.0,415.0,1595.0,GasA,5,1,SBrkr,1616.0,0.0,0.0,1616.0,1,0,2,0,2,1,4,5,8,1,3,2,1995,2,2,608.0,3,3,Y,237.0,152.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2010,WD ,236500.0,25,4,0,0,1,12,12,9,4,3,0.0,0,6,1180.0
2848,909176180,50,RL,60.0,10890.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,930.0,1,0.0,128.0,1058.0,GasA,3,1,SBrkr,1058.0,493.0,0.0,1551.0,1,0,2,0,3,1,2,6,8,0,0,6,1938,3,1,240.0,2,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,7,2006,WD ,137000.0,71,1,0,0,1,9,6,6,2,0,0.0,0,2,930.0
614,534431130,20,RL,68.0,9768.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,100.0,5,247.0,613.0,960.0,GasA,4,1,SBrkr,960.0,0.0,0.0,960.0,1,0,1,0,2,1,3,5,8,0,0,2,1955,2,1,330.0,3,3,Y,0.0,70.0,0.0,0.0,0.0,0.0,0,2,0,0.0,2,2009,WD ,122000.0,66,1,0,0,1,9,9,9,3,0,0.0,0,15,347.0
1736,528222030,20,RL,73.0,8993.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1302.0,1302.0,GasA,5,1,SBrkr,1302.0,0.0,0.0,1302.0,0,0,2,0,3,1,4,6,8,0,0,2,2007,1,2,436.0,3,3,Y,0.0,22.0,0.0,0.0,0.0,0.0,0,0,0,0.0,8,2007,New,176485.0,14,3,0,0,1,12,12,9,4,0,0.0,0,1,0.0
2686,903400030,30,RL,50.0,11672.0,Pave,2,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,3,1,FuseA,816.0,0.0,0.0,816.0,0,0,1,0,2,1,3,4,8,0,0,6,1925,3,1,210.0,2,2,N,168.0,0.0,112.0,0.0,0.0,0.0,0,0,0,0.0,7,2006,WD ,109000.0,71,1,0,0,1,9,9,4,3,0,0.0,0,1,0.0
2257,916253320,120,RM,68.0,9763.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,5,72.0,328.0,1502.0,GasA,5,1,SBrkr,1502.0,0.0,0.0,1502.0,1,0,1,1,1,1,4,5,8,1,3,2,1998,1,1,286.0,3,3,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,9,2007,WD ,330000.0,23,3,0,0,1,12,12,9,4,3,0.0,1,30,1174.0
1284,902100020,20,RM,56.0,9836.0,Pave,1,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,96.0,1,0.0,96.0,192.0,GasA,4,0,SBrkr,1133.0,0.0,0.0,1133.0,1,0,1,0,3,1,3,7,8,0,0,6,2008,3,1,308.0,3,3,Y,0.0,175.0,0.0,0.0,0.0,0.0,0,0,0,0.0,12,2008,WD ,143000.0,13,2,1,0,1,9,9,9,3,0,0.0,0,6,96.0
1765,528340030,60,RL,89.0,10557.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,672.0,1,0.0,736.0,1408.0,GasA,5,1,SBrkr,1671.0,1407.0,0.0,3078.0,1,0,2,1,4,1,4,9,8,1,3,2,1998,1,3,806.0,3,3,Y,108.0,87.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2007,WD ,410000.0,23,4,0,0,1,12,15,9,4,3,0.0,2,6,672.0
1811,531380110,60,RL,70.0,8462.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,814.0,1,0.0,114.0,928.0,GasA,5,1,SBrkr,936.0,785.0,0.0,1721.0,0,1,2,1,3,1,4,7,8,0,0,2,1994,2,2,471.0,3,3,Y,300.0,87.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2007,WD ,201000.0,27,4,0,0,1,16,16,9,4,0,0.0,2,6,814.0
2603,535380130,50,RL,60.0,10818.0,Pave,1,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1,0.0,1077.0,1077.0,GasA,3,1,FuseA,981.0,779.0,0.0,1760.0,0,0,1,1,4,1,3,7,8,1,3,6,1935,3,2,648.0,2,3,Y,120.0,0.0,96.0,0.0,0.0,0.0,0,0,0,0.0,2,2006,COD,80000.0,71,1,0,0,1,9,6,6,3,3,0.0,1,1,0.0
2220,909282020,70,RL,61.0,7259.0,Pave,0,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,774.0,2,150.0,104.0,1028.0,GasA,5,1,SBrkr,1436.0,884.0,0.0,2320.0,1,0,2,1,3,1,4,9,8,1,3,6,1945,3,1,180.0,3,3,Y,224.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,7,2007,WD ,259500.0,19,3,0,0,1,9,9,9,4,3,0.0,2,10,924.0
2273,916477060,60,RL,68.0,11800.0,Pave,0,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,1,0.0,356.0,1122.0,GasA,5,1,SBrkr,1146.0,1340.0,0.0,2486.0,1,0,3,1,5,1,4,10,8,1,4,4,2003,1,2,452.0,3,3,Y,143.0,32.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2007,WD ,279900.0,17,3,0,0,1,12,12,9,4,4,0.0,3,6,766.0
163,535453070,20,RL,75.0,7500.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340.0,3,906.0,0.0,1246.0,GasA,5,1,SBrkr,1246.0,0.0,0.0,1246.0,1,0,1,1,3,1,4,6,8,0,0,2,1959,2,1,305.0,3,3,Y,218.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,5,2010,WD ,154000.0,27,2,0,0,1,9,9,9,4,0,0.0,1,6,1246.0
2116,906426060,50,RL,68.0,159000.0,Pave,0,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,4,3,697.0,1,0.0,747.0,1444.0,GasA,4,1,SBrkr,1444.0,700.0,0.0,2144.0,0,1,2,0,4,1,4,7,8,2,3,2,1958,1,2,389.0,3,3,Y,0.0,98.0,0.0,0.0,0.0,0.0,0,0,4,500.0,6,2007,WD ,277000.0,15,4,0,0,1,12,12,9,4,6,0.0,0,3,697.0
2734,905403050,50,RL,62.0,6488.0,Pave,0,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,230.0,1,0.0,569.0,799.0,GasA,5,0,FuseA,799.0,351.0,0.0,1150.0,0,0,1,0,3,1,3,6,5,2,3,4,1942,3,1,215.0,3,3,Y,264.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,3,2006,WD ,128000.0,71,1,0,0,1,9,9,9,3,6,0.0,0,2,230.0
426,528108010,20,RL,110.0,14230.0,Pave,0,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1566.0,1566.0,GasA,5,1,SBrkr,1600.0,0.0,0.0,1600.0,0,0,2,0,3,1,4,7,8,1,4,2,2007,2,3,890.0,3,3,Y,0.0,56.0,0.0,0.0,0.0,0.0,0,0,0,0.0,7,2009,WD ,256300.0,14,4,0,0,1,12,12,9,4,4,0.0,0,1,0.0
