Lot Area,Overall Qual,Gr Liv Area,Full Bath,Bedroom AbvGr,Kitchen Qual,Age,Location,RoadRail,Exter Overall,Bsmt Overall,Garage Overall,Kitchen Overall,Fireplace Overall,Bath AbvGrd,Multi Bsmt Type,Total FinBsmt SF
4928.0,6,958.0,2,2,3,45,2,0,9,12,9,3,3,0,5,120.0
12692.0,8,3228.0,3,4,4,28,4,0,12,12,9,4,4,0,6,1231.0
7476.0,5,1040.0,1,3,3,53,2,0,9,9,9,3,0,1,3,812.0
5362.0,5,1250.0,2,3,3,18,2,0,9,9,9,3,4,0,1,0.0
12090.0,6,1868.0,3,3,3,18,3,0,9,12,9,3,3,3,1,0.0
12539.0,10,2790.0,2,4,5,15,4,0,15,15,9,5,5,2,6,1082.0
11888.0,6,2134.0,2,5,4,27,2,0,9,9,9,4,0,0,1,0.0
7082.0,5,1928.0,2,5,3,26,3,0,9,9,0,6,0,0,1,0.0
8755.0,7,2060.0,2,3,4,22,3,1,12,12,9,4,3,2,5,772.0
4080.0,6,1378.0,1,3,4,23,3,0,9,9,4,4,0,0,1,0.0
32463.0,4,1622.0,1,3,3,46,1,0,12,9,9,3,3,0,4,1159.0
12217.0,8,1880.0,2,3,5,14,4,0,12,15,9,5,4,2,6,745.0
3696.0,8,1088.0,1,2,4,35,4,0,12,12,9,4,0,1,1,0.0
7560.0,5,1040.0,1,3,3,62,1,0,9,9,9,3,0,0,2,369.0
10592.0,6,1502.0,1,3,4,25,4,0,12,6,9,4,6,1,1,0.0
1680.0,6,987.0,1,2,3,50,1,0,9,9,9,3,0,1,5,358.0
10382.0,6,1095.0,1,2,3,63,1,0,6,9,9,3,0,0,5,513.0
2522.0,7,1709.0,2,3,4,17,2,0,12,12,9,4,0,0,1,0.0
9370.0,6,1731.0,2,3,4,28,3,0,12,12,9,4,0,2,5,758.0
10246.0,4,960.0,0,0,3,20,4,0,12,12,9,3,0,0,6,648.0
11475.0,6,1552.0,2,3,3,46,2,1,9,12,9,3,3,2,5,550.0
9986.0,8,1795.0,2,2,4,14,4,0,12,15,9,4,4,0,1,0.0
10475.0,5,1274.0,1,3,3,30,1,0,9,12,9,3,0,1,3,458.0
6000.0,6,1196.0,1,3,3,71,3,0,12,9,9,3,8,1,2,264.0
4280.0,4,704.0,1,2,2,20,4,0,12,6,9,2,0,0,1,0.0
10895.0,5,972.0,1,3,3,66,3,0,12,9,9,3,0,0,3,648.0
17503.0,6,1458.0,1,3,3,71,2,1,9,9,9,3,4,0,1,0.0
9723.0,6,1008.0,1,2,3,58,3,0,9,9,9,3,0,0,1,0.0
11694.0,9,1828.0,2,3,4,14,4,0,15,15,9,4,4,0,6,48.0
8470.0,3,1526.0,1,2,2,39,1,1,4,6,0,2,0,0,1,0.0
6000.0,6,1176.0,1,2,3,21,4,0,12,9,9,3,0,0,1,0.0
10519.0,5,1057.0,1,3,4,22,3,0,9,9,9,4,0,0,1,0.0
10437.0,8,2113.0,2,2,4,26,4,0,16,12,9,4,3,2,6,1696.0
7514.0,5,1387.0,1,3,3,46,2,0,9,9,9,3,3,0,15,481.0
13654.0,9,2758.0,2,4,5,15,4,0,12,15,9,5,5,2,1,0.0
5747.0,3,840.0,1,2,2,71,1,0,9,9,6,2,0,0,1,0.0
4500.0,5,1520.0,1,3,3,21,1,0,9,9,9,3,0,0,3,182.0
11830.0,8,1542.0,2,3,4,14,4,1,12,12,9,4,4,0,6,1220.0
8520.0,5,1385.0,2,4,3,69,1,1,6,9,9,3,0,0,3,507.0
6760.0,5,936.0,1,3,3,59,1,0,9,9,9,3,1,0,5,734.0
6191.0,5,1288.0,1,4,3,71,1,0,9,4,9,3,0,0,2,384.0
8700.0,5,1128.0,2,3,3,58,3,0,12,9,9,3,0,0,5,776.0
12003.0,8,1968.0,2,4,5,11,4,0,12,15,9,5,4,2,1,0.0
12700.0,6,1246.0,1,3,3,57,2,0,9,9,9,3,8,0,5,939.0
13125.0,7,1740.0,1,3,3,37,3,0,9,9,9,3,8,1,4,410.0
8638.0,5,925.0,1,2,3,58,2,1,9,9,9,3,0,0,5,181.0
9967.0,7,1430.0,2,3,3,21,2,0,9,12,9,3,3,2,1,0.0
9600.0,8,1566.0,2,3,4,18,4,0,16,9,9,4,0,0,1,0.0
12774.0,5,950.0,1,2,3,68,1,0,9,9,9,3,0,0,8,752.0
8163.0,5,1144.0,1,3,3,62,3,0,12,9,9,3,3,0,20,1042.0
9900.0,5,1114.0,1,3,3,60,2,0,12,9,9,3,0,0,1,0.0
13651.0,7,2223.0,2,3,3,48,4,0,12,12,9,3,8,0,5,1880.0
7200.0,5,1111.0,1,3,2,25,2,0,9,6,9,2,0,0,1,0.0
9750.0,5,960.0,1,3,3,63,1,0,9,9,9,3,0,0,1,0.0
11184.0,6,1633.0,2,3,3,23,2,0,9,12,9,3,3,2,1,0.0
5520.0,6,2229.0,1,5,3,71,2,0,9,9,0,3,0,0,1,0.0
6390.0,6,984.0,1,2,3,67,3,1,9,9,9,3,0,0,1,0.0
10240.0,6,1686.0,2,3,3,41,3,0,12,12,9,3,3,0,8,1686.0
9316.0,7,1614.0,2,3,4,16,3,0,12,12,9,4,4,0,6,56.0
7200.0,5,864.0,1,3,3,49,3,0,9,9,9,3,0,0,4,437.0
12228.0,7,1740.0,2,4,4,15,3,0,12,20,9,4,0,0,1,0.0
10335.0,5,1721.0,2,3,3,28,2,0,9,9,9,3,3,2,3,570.0
12328.0,6,1034.0,1,3,3,45,2,0,9,9,9,3,0,0,6,539.0
8930.0,6,1902.0,2,4,3,43,2,1,9,0,9,6,0,0,0,0.0
9672.0,6,1097.0,2,3,3,36,2,0,9,12,9,3,0,0,6,338.0
13975.0,9,2206.0,2,4,5,15,4,0,12,12,9,5,4,2,1,0.0
7819.0,6,1117.0,1,3,3,45,2,0,9,9,9,3,3,0,20,549.0
11340.0,4,2290.0,2,4,3,71,1,0,9,9,9,6,0,0,1,0.0
1680.0,6,948.0,1,2,3,49,2,0,9,9,9,3,0,1,5,276.0
6001.0,6,919.0,1,3,3,71,2,0,9,6,9,3,0,0,2,368.0
11700.0,6,1152.0,1,3,3,53,2,1,9,9,9,3,0,1,1,0.0
12858.0,9,2334.0,2,3,5,11,4,0,15,15,9,5,4,2,1,0.0
9300.0,5,1264.0,1,3,3,61,1,1,9,9,9,3,8,0,3,697.0
7018.0,5,1224.0,0,2,3,42,1,1,9,12,9,6,6,0,6,1086.0
6629.0,6,1369.0,2,3,3,71,3,1,12,9,9,3,0,0,4,551.0
10650.0,5,894.0,1,3,3,45,2,0,9,12,9,3,0,0,10,894.0
2117.0,6,1573.0,2,3,4,21,3,0,12,12,9,4,0,2,6,378.0
13650.0,8,2250.0,2,3,4,19,4,0,12,12,9,4,5,2,6,578.0
8433.0,6,1514.0,2,3,3,21,2,0,9,12,9,3,3,2,6,683.0
1680.0,6,1218.0,1,3,3,50,2,0,9,9,0,3,0,1,1,0.0
6000.0,5,1387.0,2,3,4,67,1,0,9,9,9,8,0,0,1,0.0
8500.0,4,1317.0,1,3,3,71,1,1,6,9,6,3,0,0,1,0.0
6882.0,6,1355.0,1,3,4,15,3,0,9,9,0,4,0,1,1,0.0
8712.0,4,952.0,1,3,3,71,1,0,4,9,9,3,0,0,1,0.0
7917.0,6,1113.0,1,3,3,45,4,0,12,12,12,3,2,1,4,751.0
6900.0,5,778.0,1,2,3,66,2,0,9,9,25,3,4,0,15,528.0
9900.0,6,1489.0,2,3,3,71,3,0,9,9,9,3,4,0,1,0.0
13286.0,9,1698.0,2,3,5,13,4,0,15,15,9,5,4,0,6,1234.0
12888.0,7,2267.0,1,3,3,41,4,1,12,9,9,3,8,1,5,288.0
8885.0,5,902.0,1,2,3,38,1,0,9,12,9,3,0,0,20,625.0
8857.0,6,1495.0,2,3,4,15,3,0,12,12,9,4,4,2,1,0.0
14137.0,5,1384.0,2,3,4,24,2,0,12,12,9,4,0,0,6,450.0
6720.0,6,1436.0,1,3,3,71,3,0,9,9,9,3,4,0,1,0.0
7500.0,6,1636.0,2,3,3,22,3,0,12,12,9,3,3,2,6,476.0
13072.0,6,1158.0,1,3,4,17,2,1,9,12,9,4,0,1,5,941.0
10656.0,8,1646.0,2,3,4,14,4,0,12,12,9,4,4,0,1,0.0
7200.0,5,1768.0,1,3,4,71,2,1,9,12,9,4,6,1,5,569.0
8800.0,6,1565.0,2,3,4,21,3,1,12,9,9,4,6,0,20,1153.0
10800.0,7,1768.0,1,2,3,51,3,0,9,12,9,3,6,1,3,390.0
9000.0,5,1396.0,2,4,3,70,1,0,4,9,0,6,0,0,1,0.0
13014.0,6,1096.0,1,3,3,43,2,0,9,9,9,3,2,0,5,528.0
15896.0,7,2312.0,2,4,4,22,3,1,12,12,9,4,3,2,5,913.0
5395.0,8,1337.0,2,2,4,28,4,0,12,12,9,4,3,0,6,733.0
5105.0,7,1102.0,2,2,4,17,3,0,12,12,9,4,0,2,6,239.0
9473.0,8,2031.0,2,3,4,19,4,0,12,12,9,4,4,2,6,804.0
8400.0,2,438.0,1,1,2,71,1,0,9,6,9,2,0,0,3,290.0
12102.0,5,1033.0,1,3,3,45,1,0,9,16,6,3,0,0,5,456.0
10905.0,7,2327.0,2,4,4,18,3,0,12,12,9,4,4,2,1,0.0
9556.0,7,1187.0,2,3,4,28,2,0,9,12,9,4,0,0,1,0.0
6430.0,6,1340.0,1,3,3,71,2,1,9,9,9,3,0,0,4,780.0
6040.0,4,1152.0,2,2,2,66,1,0,9,0,0,4,0,0,0,0.0
14695.0,6,1567.0,2,2,4,13,4,0,12,9,9,4,8,0,5,1387.0
9000.0,7,1482.0,1,3,3,33,4,1,12,9,9,3,0,0,5,624.0
8368.0,7,1689.0,2,3,4,14,3,0,12,12,9,4,0,0,1,0.0
41600.0,5,1424.0,1,3,3,31,1,0,9,12,9,3,0,1,5,1047.0
6490.0,5,816.0,1,2,3,38,3,0,12,9,9,3,0,0,6,534.0
7290.0,7,1424.0,2,2,3,71,4,0,9,9,9,3,4,0,1,0.0
7472.0,7,1479.0,1,4,4,17,4,0,9,9,9,4,0,1,5,626.0
7000.0,5,1025.0,1,3,3,59,1,1,9,9,0,3,0,0,5,953.0
11717.0,6,1442.0,2,2,3,51,2,0,9,9,9,3,3,0,1,0.0
11194.0,8,1936.0,2,3,4,21,4,0,12,12,9,4,3,2,1,0.0
11250.0,7,1939.0,2,3,4,23,2,0,9,12,9,4,3,2,5,796.0
8633.0,6,1476.0,2,3,4,16,3,0,12,12,9,4,0,2,6,193.0
8400.0,5,898.0,1,3,3,53,2,1,9,12,9,3,0,0,6,744.0
10037.0,8,1460.0,2,3,4,14,4,1,12,15,9,4,4,0,6,666.0
8014.0,6,1034.0,1,3,3,43,2,0,9,12,9,3,2,0,6,456.0
12250.0,5,1174.0,1,3,3,43,2,0,9,12,9,3,0,0,5,781.0
2403.0,7,1080.0,2,2,4,18,3,0,12,12,9,4,0,2,6,244.0
8600.0,6,1376.0,2,3,3,71,2,0,9,9,9,3,4,0,1,0.0
13680.0,5,1567.0,1,2,3,71,1,0,9,9,9,3,6,1,5,728.0
10800.0,5,1534.0,1,3,4,22,4,0,12,12,0,4,0,1,1,0.0
5389.0,8,1616.0,2,2,4,25,4,0,12,12,9,4,3,0,6,1180.0
10890.0,5,1551.0,2,3,2,71,1,0,9,6,6,2,0,0,2,930.0
9768.0,5,960.0,1,2,3,66,1,0,9,9,9,3,0,0,15,347.0
8993.0,7,1302.0,2,3,4,14,3,0,12,12,9,4,0,0,1,0.0
11672.0,5,816.0,1,2,3,71,1,0,9,9,4,3,0,0,1,0.0
9763.0,7,1502.0,1,1,4,23,3,0,12,12,9,4,3,1,30,1174.0
9836.0,6,1133.0,1,3,3,13,2,1,9,9,9,3,0,0,6,96.0
10557.0,9,3078.0,2,4,4,23,4,0,12,15,9,4,3,2,6,672.0
8462.0,6,1721.0,2,3,4,27,4,0,16,16,9,4,0,2,6,814.0
10818.0,4,1760.0,1,4,3,71,1,0,9,6,6,3,3,1,1,0.0
7259.0,6,2320.0,2,3,4,19,3,0,9,9,9,4,3,2,10,924.0
11800.0,7,2486.0,3,5,4,17,3,0,12,12,9,4,4,3,6,766.0
7500.0,5,1246.0,1,3,4,27,2,0,9,9,9,4,0,1,6,1246.0
159000.0,6,2144.0,2,4,4,15,4,0,12,12,9,4,6,0,3,697.0
6488.0,5,1150.0,1,3,3,71,1,0,9,9,9,3,6,0,2,230.0
14230.0,8,1600.0,2,3,4,14,4,0,12,12,9,4,4,0,1,0.0
7810.0,4,1755.0,2,4,4,18,2,0,12,12,6,4,3,0,6,189.0
14331.0,8,1800.0,2,3,4,19,4,0,12,15,9,4,4,0,6,1274.0
3182.0,7,1200.0,2,2,4,16,3,0,12,12,9,4,0,2,1,0.0
1920.0,5,1365.0,1,2,3,50,1,0,9,9,9,3,0,1,5,471.0
10110.0,6,1696.0,2,3,4,18,3,0,12,12,9,4,0,2,30,635.0
10984.0,7,1809.0,2,3,4,15,3,0,12,12,9,4,0,2,1,0.0
14082.0,8,2234.0,1,1,4,15,4,0,12,20,9,4,4,1,6,1558.0
8480.0,6,1680.0,2,3,4,27,3,0,12,12,9,4,0,2,6,602.0
12205.0,6,2087.0,2,5,4,14,3,0,9,6,9,4,0,2,2,568.0
15750.0,8,1513.0,2,2,4,21,4,1,12,12,9,4,3,0,6,1246.0
8050.0,5,1107.0,1,3,4,28,2,0,9,9,9,4,0,0,20,512.0
7200.0,5,827.0,1,2,3,14,1,0,9,0,9,3,1,0,0,0.0
6300.0,6,1484.0,2,3,3,20,2,0,9,9,0,3,4,0,1,0.0
5232.0,5,764.0,1,2,3,17,1,1,9,6,9,3,0,0,1,0.0
11846.0,9,1792.0,2,2,5,17,4,0,12,15,9,5,4,0,6,1567.0
16900.0,8,2649.0,2,4,4,19,4,0,12,15,9,4,3,2,6,1075.0
9636.0,6,1593.0,2,3,3,28,2,0,9,12,9,3,3,2,1,0.0
10012.0,4,1181.0,2,3,3,49,1,0,9,12,9,3,0,0,12,1100.0
14303.0,8,1987.0,2,2,4,27,4,0,12,12,9,4,3,0,6,1314.0
5707.0,6,1242.0,1,3,3,71,2,1,9,9,6,3,4,1,1,0.0
9360.0,6,976.0,1,2,4,17,3,1,9,9,9,4,2,0,5,760.0
5680.0,5,1214.0,1,2,3,71,1,0,9,9,9,3,0,0,1,0.0
7000.0,5,864.0,1,3,3,59,2,1,9,9,9,3,0,0,4,468.0
10480.0,6,1639.0,1,3,3,71,1,0,9,9,9,3,0,0,1,0.0
11578.0,9,1736.0,2,3,5,13,4,0,15,15,9,5,4,0,1,0.0
7018.0,5,1535.0,2,4,3,42,1,0,9,0,9,6,0,0,0,0.0
9130.0,6,1632.0,1,4,4,21,3,1,9,9,9,4,0,1,18,464.0
10800.0,3,725.0,1,1,3,23,1,0,9,9,9,3,0,1,1,0.0
8244.0,7,1720.0,2,3,4,17,3,0,12,12,9,4,4,2,1,0.0
6000.0,4,936.0,1,2,3,68,1,0,6,6,9,3,0,0,1,0.0
3621.0,8,1589.0,2,2,4,18,4,0,12,12,9,4,3,0,6,1084.0
7837.0,6,1571.0,2,3,3,27,4,0,12,12,9,3,3,2,1,0.0
10665.0,7,1479.0,2,3,4,18,3,0,12,12,9,4,0,0,6,1013.0
10457.0,5,1632.0,1,4,3,52,4,0,20,9,9,3,3,1,8,784.0
8281.0,5,864.0,1,3,3,56,1,0,9,9,9,3,1,0,12,864.0
14948.0,9,2713.0,2,3,5,13,4,0,15,15,9,5,4,2,6,1330.0
7000.0,7,1479.0,1,3,4,24,4,1,9,9,9,4,8,0,5,424.0
3940.0,7,1576.0,2,2,4,17,3,0,12,12,9,4,3,0,6,1087.0
9382.0,7,1479.0,2,3,4,21,3,0,12,12,9,4,0,0,1,0.0
6854.0,5,1060.0,1,1,3,27,2,0,12,9,6,3,4,0,6,544.0
11515.0,4,943.0,1,3,4,27,1,0,9,0,9,4,0,0,0,0.0
13837.0,7,2183.0,2,4,4,33,4,0,16,16,9,4,0,2,12,1204.0
9938.0,7,1949.0,2,3,4,27,3,0,12,12,9,4,3,2,6,750.0
12633.0,10,1824.0,2,3,5,14,4,0,15,15,9,5,4,0,1,0.0
6876.0,6,1930.0,2,4,3,71,2,0,9,6,9,3,0,0,4,522.0
3951.0,10,2393.0,2,2,5,22,4,0,15,12,9,5,3,2,24,970.0
9856.0,5,2014.0,2,5,3,16,4,0,16,6,9,3,0,0,1,0.0
17808.0,4,1242.0,1,2,3,71,1,1,9,9,9,3,0,0,1,0.0
9627.0,7,2000.0,2,3,3,27,2,0,9,12,9,3,3,2,2,758.0
6000.0,6,1412.0,1,4,3,71,1,0,6,9,9,3,4,0,1,0.0
9757.0,5,990.0,1,3,3,27,3,0,12,9,9,3,0,0,5,755.0
9280.0,5,1342.0,1,4,3,70,2,0,9,6,9,3,0,0,5,557.0
14780.0,9,1868.0,2,2,5,16,4,0,15,15,9,5,4,0,6,1505.0
7740.0,4,1363.0,1,3,3,71,2,0,9,6,9,3,0,0,1,0.0
9600.0,6,1632.0,2,3,3,33,2,1,9,9,9,3,4,0,6,1240.0
13478.0,10,2296.0,2,3,5,13,4,0,15,15,9,5,4,2,6,1338.0
10926.0,5,1678.0,2,6,3,62,1,0,9,9,0,6,0,0,1,0.0
6853.0,8,1296.0,2,2,4,19,4,0,12,15,9,4,0,0,6,1005.0
10667.0,6,1587.0,2,3,3,50,2,0,9,9,9,3,4,0,4,838.0
8212.0,5,1298.0,1,3,3,71,2,0,9,9,9,3,8,0,3,626.0
9100.0,5,1728.0,2,6,3,58,1,1,9,9,9,6,0,0,3,1332.0
6000.0,5,928.0,1,3,3,64,2,0,9,9,9,3,0,0,3,308.0
9316.0,7,1795.0,2,3,4,15,3,0,12,12,9,4,0,2,1,0.0
9464.0,6,1080.0,1,3,3,63,4,0,12,9,9,3,0,0,4,570.0
10400.0,7,1779.0,2,3,4,23,2,0,9,12,9,4,0,2,1,0.0
5310.0,6,1635.0,1,2,4,18,4,1,12,6,6,4,0,0,1,0.0
7406.0,7,1220.0,2,2,4,15,3,0,12,12,9,4,0,0,6,684.0
4538.0,9,1310.0,1,1,4,20,4,0,12,15,9,4,3,1,6,1004.0
10106.0,5,1355.0,2,4,3,22,3,0,12,9,0,6,0,0,15,532.0
13346.0,7,2295.0,2,4,4,21,3,0,12,12,9,4,3,2,6,728.0
9639.0,4,1798.0,2,4,3,71,2,1,9,9,9,3,0,2,1,0.0
15387.0,7,1620.0,2,4,4,54,3,0,9,9,9,4,4,0,20,897.0
10050.0,5,1216.0,1,3,3,66,1,0,9,9,9,3,0,0,3,288.0
6240.0,5,1344.0,1,3,3,71,1,0,9,12,6,3,0,0,1,0.0
7506.0,5,1159.0,1,3,3,71,4,0,12,9,6,3,0,0,1,0.0
8900.0,4,1056.0,1,2,3,55,1,0,9,9,9,3,0,0,3,1056.0
8480.0,5,1216.0,1,2,3,71,1,0,9,9,9,3,0,0,3,442.0
6000.0,6,1158.0,1,3,3,71,3,0,9,9,9,3,4,0,1,0.0
8847.0,8,1538.0,2,3,4,16,4,0,12,12,9,4,0,0,6,769.0
8050.0,5,1143.0,1,3,3,62,1,0,9,9,9,3,0,0,12,1018.0
8294.0,4,872.0,1,3,3,50,1,0,9,9,9,3,0,0,1,0.0
7920.0,6,1406.0,1,3,2,71,2,1,6,9,0,2,0,0,1,0.0
18494.0,6,1324.0,2,3,4,16,3,0,12,12,9,4,0,0,1,0.0
7162.0,5,904.0,1,3,3,55,2,0,9,9,9,3,0,0,1,0.0
10918.0,7,2080.0,1,3,4,17,4,0,12,12,9,4,8,1,1,0.0
4435.0,6,848.0,1,1,4,17,3,0,12,12,9,4,4,0,6,662.0
11250.0,4,1788.0,1,5,3,32,1,0,9,9,9,3,6,0,1,0.0
14375.0,6,1344.0,1,3,4,63,2,0,9,9,9,4,4,0,18,465.0
9045.0,5,2256.0,2,4,2,71,1,0,6,9,0,4,0,0,1,0.0
10029.0,6,2060.0,2,4,3,32,3,0,12,12,9,3,3,2,6,831.0
4060.0,6,1337.0,2,2,4,22,3,0,12,12,9,4,0,0,6,266.0
9020.0,6,1165.0,1,3,3,55,3,0,9,9,16,3,0,1,15,851.0
11777.0,5,1320.0,1,3,3,55,2,0,9,9,9,3,4,0,10,879.0
10171.0,7,1535.0,2,3,4,17,3,0,12,12,9,4,0,0,6,2.0
10400.0,7,2044.0,2,3,3,33,2,0,9,12,9,3,3,2,1,0.0
6240.0,4,1136.0,1,2,3,71,2,0,9,9,9,3,0,0,4,80.0
12150.0,6,1299.0,2,2,4,42,2,0,9,12,9,4,1,0,6,1001.0
2645.0,8,1441.0,2,2,4,21,4,0,12,12,9,4,0,2,1,0.0
22692.0,5,1630.0,2,3,3,68,1,0,9,9,9,3,3,0,3,587.0
9600.0,7,1641.0,1,3,5,31,3,0,9,12,6,5,4,1,2,16.0
13830.0,5,1629.0,2,3,3,23,1,0,9,12,9,3,3,2,6,791.0
4435.0,6,848.0,1,1,4,17,3,0,12,12,9,4,0,0,6,685.0
5890.0,6,816.0,1,2,3,14,4,0,16,9,9,3,0,0,5,538.0
10859.0,5,1097.0,1,3,3,26,1,0,9,12,9,3,0,1,1,0.0
5330.0,8,1652.0,2,2,5,21,4,0,12,12,9,5,0,0,6,1196.0
10778.0,4,1768.0,2,4,3,53,1,0,9,9,0,6,0,0,1,0.0
6845.0,4,1152.0,2,2,3,66,1,0,9,0,0,6,0,0,0,0.0
21780.0,2,810.0,1,1,3,71,1,0,4,0,9,3,0,0,0,0.0
10307.0,7,1358.0,2,2,4,13,3,0,12,12,9,4,4,0,6,876.0
4500.0,6,1216.0,2,2,3,23,2,0,9,15,9,3,0,0,6,897.0
9060.0,6,1638.0,2,4,4,64,2,0,9,9,9,4,0,0,1,0.0
2160.0,7,1252.0,2,2,4,21,3,0,12,12,9,4,0,2,4,510.0
7669.0,5,883.0,1,2,3,28,2,0,9,12,9,3,2,0,12,828.0
9858.0,5,874.0,1,3,3,53,2,0,9,9,9,3,0,0,4,510.0
10300.0,7,1710.0,2,3,3,71,3,1,9,9,9,3,0,0,1,0.0
8125.0,8,1836.0,2,3,4,12,4,0,12,12,9,4,4,0,1,0.0
14850.0,5,1092.0,1,2,3,64,1,0,9,9,9,3,3,0,3,895.0
4274.0,7,1241.0,1,1,4,14,3,0,12,12,9,4,0,1,6,1106.0
9650.0,6,1334.0,2,2,3,44,2,0,9,12,9,3,3,0,5,686.0
14585.0,6,1429.0,1,3,4,34,2,0,9,9,9,4,8,0,12,813.0
9000.0,8,1566.0,2,3,4,13,4,0,12,12,9,4,0,0,6,1078.0
13774.0,7,2288.0,1,4,4,29,4,0,12,12,9,4,6,2,6,432.0
5119.0,9,1709.0,2,2,4,21,4,0,12,15,9,4,3,0,6,1238.0
9254.0,8,1721.0,2,3,4,16,4,0,12,12,9,4,0,0,6,119.0
10324.0,8,1254.0,2,2,4,13,4,0,12,12,9,4,0,0,6,872.0
8375.0,5,1350.0,1,2,4,48,2,0,9,9,9,4,0,1,5,336.0
9750.0,7,1630.0,2,3,4,20,3,0,12,12,9,4,3,0,1,0.0
7632.0,7,1585.0,2,3,4,16,3,0,12,12,9,4,0,2,1,0.0
15750.0,5,1336.0,1,2,3,68,1,0,9,9,9,3,8,0,4,841.0
9240.0,5,1211.0,1,2,3,19,2,0,9,9,9,3,3,0,4,612.0
10400.0,6,1353.0,2,2,3,22,2,0,9,12,9,3,3,0,6,903.0
8800.0,7,1200.0,2,3,3,55,3,0,9,9,9,3,3,0,4,654.0
11839.0,7,2329.0,2,4,4,31,2,0,9,12,9,4,5,2,6,1085.0
9135.0,7,1536.0,2,3,4,18,3,0,12,12,9,4,0,0,6,810.0
14115.0,6,1811.0,1,2,5,17,3,0,9,9,9,5,4,0,30,843.0
14154.0,7,2172.0,2,3,4,15,3,0,12,20,9,4,4,2,1,0.0
6565.0,4,1073.0,1,3,3,41,1,0,9,9,9,3,0,0,6,967.0
7700.0,6,1839.0,1,4,3,55,2,0,9,9,9,3,3,1,1,0.0
4761.0,3,1020.0,1,2,2,71,1,0,4,6,0,2,0,0,1,0.0
12361.0,6,1802.0,2,3,4,28,4,0,16,12,9,4,4,2,6,860.0
9720.0,5,1009.0,2,3,3,44,2,0,9,15,9,3,2,0,5,755.0
8640.0,8,1338.0,2,3,4,14,4,0,12,12,9,4,0,0,6,24.0
47007.0,5,3820.0,3,5,5,25,2,0,9,0,9,5,8,3,0,0.0
3180.0,7,1392.0,2,2,4,14,3,0,12,12,9,4,0,0,1,0.0
14963.0,8,1288.0,1,1,5,25,4,0,12,12,9,5,8,1,6,786.0
5000.0,6,1013.0,1,3,3,71,3,0,9,9,6,3,0,0,1,0.0
16870.0,8,1782.0,2,3,4,16,4,0,12,15,9,4,8,0,6,1531.0
14157.0,9,1922.0,2,3,4,15,4,0,12,15,9,4,4,0,6,1249.0
12456.0,10,1718.0,2,3,5,14,4,0,15,15,9,5,4,0,6,1172.0
14836.0,10,2492.0,2,2,5,16,4,0,15,15,9,5,5,2,6,2146.0
6956.0,4,936.0,1,3,3,71,3,0,12,6,3,3,0,0,1,0.0
7862.0,6,1218.0,2,2,4,12,3,0,12,12,9,4,0,0,6,27.0
11050.0,7,1820.0,2,3,4,24,2,0,9,12,9,4,3,2,1,0.0
8924.0,7,1724.0,2,3,4,22,2,0,9,12,9,4,0,2,1,0.0
9610.0,6,1336.0,1,3,3,63,2,1,9,9,9,3,3,1,3,203.0
13710.0,5,1558.0,1,4,3,71,1,0,9,9,9,3,0,1,4,420.0
12552.0,7,1947.0,2,3,4,16,3,0,12,12,9,4,4,2,6,222.0
14565.0,7,1657.0,2,3,4,26,3,0,12,12,9,4,0,2,6,537.0
18559.0,7,2064.0,2,3,4,43,4,0,16,12,9,4,4,0,18,1392.0
10880.0,5,1164.0,1,3,3,71,1,0,9,9,9,3,0,0,5,1040.0
2280.0,7,836.0,1,2,3,46,3,0,9,12,9,3,0,0,1,0.0
31250.0,1,1600.0,1,3,3,70,1,1,6,0,6,3,0,1,0,0.0
11841.0,6,816.0,1,3,3,31,3,0,12,12,0,3,0,0,6,816.0
9187.0,9,1766.0,2,2,5,12,4,0,15,15,9,5,4,2,6,1121.0
6270.0,5,2002.0,2,4,3,71,2,0,9,9,9,6,0,0,4,284.0
15660.0,7,1954.0,1,3,4,15,4,0,16,9,9,4,6,1,4,341.0
3087.0,7,1364.0,2,2,4,15,3,0,12,12,9,4,4,0,6,453.0
13450.0,7,1861.0,2,3,4,19,3,0,12,12,9,4,0,2,6,700.0
10125.0,5,1734.0,2,4,4,44,1,0,9,0,9,8,0,0,0,0.0
8146.0,4,1039.0,1,2,3,18,4,0,16,6,9,3,0,0,1,0.0
9600.0,4,1510.0,2,3,4,71,2,0,16,6,9,4,0,0,1,0.0
12328.0,8,2541.0,3,4,5,16,4,0,12,15,9,5,4,3,6,986.0
10141.0,8,1512.0,2,3,4,17,4,0,12,12,9,4,0,0,12,1290.0
8529.0,7,1434.0,2,3,4,20,3,0,12,12,9,4,3,0,6,20.0
8127.0,7,1653.0,2,3,4,18,3,0,12,12,9,4,0,2,6,410.0
8400.0,6,2007.0,2,3,5,71,3,1,9,8,9,5,0,0,1,0.0
10751.0,5,1037.0,1,2,3,47,1,1,9,6,9,3,0,0,5,787.0
10010.0,5,1389.0,1,2,3,46,1,0,9,12,9,3,3,0,10,1194.0
4280.0,5,694.0,1,2,4,19,2,0,9,9,12,4,4,0,2,365.0
9600.0,6,1096.0,1,2,3,71,2,1,9,9,0,3,0,0,1,0.0
9800.0,5,894.0,1,3,3,49,2,0,9,9,9,3,0,0,5,894.0
7560.0,5,864.0,1,3,3,50,1,0,9,12,9,3,0,0,15,732.0
9600.0,4,1774.0,2,4,3,71,1,0,9,6,4,6,0,0,1,0.0
